text,label,cleaned,stemmed
تا این مفسد فی الارض به سزای اعمالش نرسه و ۲۰۰ هزار تومن جریمه نشه من آروم نمی گیریم #سعید_طوسی,ANGRY, مفسد فی الارض سزای اعمالش نرسه تومن جریمه نشه آروم سعید طوسی,تا این مفسد فی الارض به سزای اعمالش نرسه و ۲۰۰ هزار تومن جریمه نشه من آروم نمی گیریم #سعید_طوسی
فاجعه فقط به زیرگرفتن ختم نشده طبق گزارش پزشکی قانونی، حدود۵۰ تیرساچمهای در #سینه یکی از #شهدای_فاطمیه ثبت شده است. #شهید_محمدحسین_حدادیان #دراویش_داعشی وحشی,SAD, فاجعه زیرگرفتن ختم طبق گزارش پزشکی قانونی حدود تیرساچمهای سینه شهدای فاطمیه ثبت شهید محمدحسین حدادیان دراویش داعشی وحشی,فاجعه فقط به زیرگرفتن ختم نشده طبق گزارش پزشکی قانونی، حدود۵۰ تیرساچمهای در #سینه یکی از #شهدای_فاطمیه ثبت شده است. #شهید_محمدحسین_حدادیان #دراویش_داعشی وحشی
اگر در دولت احمدینژاد اتفاق میافتاد انقدر عصبانی نمیشدم؛ اما باید بگویم سایت و اپ #گودریدز در دولت تدبیر و امید #فیلتر شده است. احسنت آقای #روحانی. احسنت وزیرِ جوان؛ آقای #جهرمی . #goodreads   #وحید_آنلاین,ANGRY, دولت احمدینژاد اتفاق میافتاد انقدر عصبانی نمیشدم؛ سایت اپ گودریدز دولت تدبیر امید فیلتر احسنت آقای روحانی احسنت وزیرِ جوان؛ آقای جهرمی وحید آنلاین,اگر در دولت احمدینژاد اتفاق میافتاد انقدر عصبانی نمیشدم؛ اما باید بگویم سایت و اپ #گودریدز در دولت تدبیر و امید #فیلتر شده است. احسنت آقای #روحانی. احسنت وزیرِ جوان؛ آقای #جهرمی . #goodreads   #وحید_آنلاین
پوست لبمو هرچی میکنم باز کنده میشه و تا ثریا میره. نه اون جور با کیف و لذت. اون جور ترسناک و سوزاننده,FEAR, پوست لبمو هرچی باز کنده ثریا میره جور کیف لذت جور ترسناک سوزاننده,پوست لبمو هرچی میکنم باز کنده میشه و تا ثریا میره. نه اون جور با کیف و لذت. اون جور ترسناک و سوزاننده
چرا چهار صبح باید مطلب خوندن درباره آمار تجاوز تو دنیا برام انقدر جذابیت پیدا کنه؟؟,SURPRISE, صبح مطلب خوندن آمار تجاوز دنیا برام انقدر جذابیت کنه,چرا چهار صبح باید مطلب خوندن درباره آمار تجاوز تو دنیا برام انقدر جذابیت پیدا کنه؟؟
بچه که بودم خواهرم از بانک که میومد چند ساعتی میخوابید بهش اعتراض میکردم چرا انقد میخوابی میگفت تو دنیا هیچی لذت بخش تر از خواب نیست.. الان به حرفش رسیدم,HAPPY, بچه بودم خواهرم بانک میومد ساعتی میخوابید بهش اعتراض میکردم انقد میخوابی میگفت دنیا هیچی لذت خواب حرفش رسیدم,بچه که بودم خواهرم از بانک که میومد چند ساعتی میخوابید بهش اعتراض میکردم چرا انقد میخوابی میگفت تو دنیا هیچی لذت بخش تر از خواب نیست.. الان به حرفش رسیدم
فردا بالاخره میخوام برم دانشگاه خودمون! اسمشو نبر :)) منتظر کصافط شدن اعصابم توسط کارکنان حراست و خانمهای حجاب هستم,ANGRY, فردا بالاخره میخوام برم دانشگاه خودمون اسمشو نبر منتظر کصافط اعصابم کارکنان حراست خانمهای حجاب,فردا بالاخره میخوام برم دانشگاه خودمون! اسمشو نبر :)) منتظر کصافط شدن اعصابم توسط کارکنان حراست و خانمهای حجاب هستم
امروز رفتم پیش آقا رضا چاپ اول کتاب خشم و هیاهوی فاکنر رو گذاشته بود تو حراجی کتابش یکسال از بابای من کوچکتره,OTHER, رفتم آقا رضا چاپ کتاب خشم هیاهوی فاکنر حراجی کتابش یکسال بابای کوچکتره,امروز رفتم پیش آقا رضا چاپ اول کتاب خشم و هیاهوی فاکنر رو گذاشته بود تو حراجی کتابش یکسال از بابای من کوچکتره
 عزیزم مشکل اینجاست که فرهنگمونو باختیم بدم باختیم.,SAD, عزیزم مشکل اینجاست فرهنگمونو باختیم بدم باختیم, عزیزم مشکل اینجاست که فرهنگمونو باختیم بدم باختیم.
به نظرم نامه مربوط به #اصلاح_اصلاحات به #سید_محمد_خاتمی صرفا در جهت زدودن افکار و اعمالی است که ما به جریان رقیب انتقاد داریم ولی کسانی با نام اصلاحطلبی اونا رو انجام میدن، وقتی در انتخابات انجمن اسلامی اصلاحطلبِ دانشگاه دست به رد صلاحیت میزنند پس باید این اصلاحات انجامپذیرد.,OTHER, نظرم نامه مربوط اصلاح اصلاحات سید محمد خاتمی صرفا زدودن افکار اعمالی رقیب انتقاد اصلاحطلبی اونا میدن انتخابات انجمن اسلامی اصلاحطلبِ دانشگاه دست رد صلاحیت میزنند اصلاحات انجامپذیرد,به نظرم نامه مربوط به #اصلاح_اصلاحات به #سید_محمد_خاتمی صرفا در جهت زدودن افکار و اعمالی است که ما به جریان رقیب انتقاد داریم ولی کسانی با نام اصلاحطلبی اونا رو انجام میدن، وقتی در انتخابات انجمن اسلامی اصلاحطلبِ دانشگاه دست به رد صلاحیت میزنند پس باید این اصلاحات انجامپذیرد.
فردا پنجشنبه ۴ بهمن یا ۲۴ ژانویه روز جهانی آموزشه. به همین مناسبت #ما_رنگین_کمانیها تصمیم گرفتیم که با هشتگهای #تو_هم_بگو و خشونت_تحصیلی در این باره بنویسیم. شما هم با هر #گرایش_جنسی و #هویت_جنسیتی میتونین با ما همراه بشید. #همجنسگرا #دوجنسگرا #ترنس #رنگینکمانی,OTHER, فردا پنجشنبه بهمن ژانویه جهانی آموزشه مناسبت رنگین کمانیها تصمیم هشتگهای خشونت تحصیلی بنویسیم گرایش جنسی هویت جنسیتی میتونین همراه بشید همجنسگرا دوجنسگرا ترنس رنگینکمانی,فردا پنجشنبه ۴ بهمن یا ۲۴ ژانویه روز جهانی آموزشه. به همین مناسبت #ما_رنگین_کمانیها تصمیم گرفتیم که با هشتگهای #تو_هم_بگو و خشونت_تحصیلی در این باره بنویسیم. شما هم با هر #گرایش_جنسی و #هویت_جنسیتی میتونین با ما همراه بشید. #همجنسگرا #دوجنسگرا #ترنس #رنگینکمانی
لغات و جملات کلیدی برای حفظ آرامش در زندگی: باشه، اینجور خوشم میاد، نه، نه، خوشم نمیاد، هر جور صلاح میدونی، نمیدونم، دوست ندارم جواب بدم، شخصیه، هر جور راحتی، ترجیح میدم که ...,OTHER, لغات جملات کلیدی حفظ آرامش زندگی اینجور خوشم خوشم نمیاد جور صلاح میدونی نمیدونم دوست ندارم جواب بدم شخصیه جور راحتی ترجیح میدم,لغات و جملات کلیدی برای حفظ آرامش در زندگی: باشه، اینجور خوشم میاد، نه، نه، خوشم نمیاد، هر جور صلاح میدونی، نمیدونم، دوست ندارم جواب بدم، شخصیه، هر جور راحتی، ترجیح میدم که ...
میگف بعضیا هم هستن ک دروغ نمیگن ولی فقط همون لحظه رو میگن! مثلا میگن دوستت داررررم واین یعنی الان دوستت دارم برای همین ساعت همین لحظه و فردا؟ نه...,SAD, میگف بعضیا هستن دروغ نمیگن همون لحظه میگن میگن دوستت واین دوستت ساعت لحظه فردا,میگف بعضیا هم هستن ک دروغ نمیگن ولی فقط همون لحظه رو میگن! مثلا میگن دوستت داررررم واین یعنی الان دوستت دارم برای همین ساعت همین لحظه و فردا؟ نه...
 غلط کرده!!! چنان سونامی خشم ملت آغاز شود که آغا و بیت و نصراله و اسد در این سونامی تکه تکه بشوند!!! حالا متتطر بمانید ! اندکی صبر سحر نزدیک است!,ANGRY, غلط سونامی خشم ملت آغاز آغا بیت نصراله اسد سونامی تکه تکه بشوند حالا متتطر بمانید اندکی صبر سحر نزدیک, غلط کرده!!! چنان سونامی خشم ملت آغاز شود که آغا و بیت و نصراله و اسد در این سونامی تکه تکه بشوند!!! حالا متتطر بمانید ! اندکی صبر سحر نزدیک است!
از بیرون چیزی مشخص نبود ولی وقتی بسته رو باز کردم و پایه رو بیرون آوردم دیدم همه جاش رنگ پریدگی داره. الانم نمیدونم قبول می کنن برگشت بدم یا خیر چون بسته بندی باز شده. به نظرم از این تامیین کننده چیزی نخرید,SAD, مشخص بسته باز پایه دیدم جاش رنگ پریدگی الانم نمیدونم قبول کنن برگشت بدم خیر بسته بندی باز نظرم تامیین نخرید,از بیرون چیزی مشخص نبود ولی وقتی بسته رو باز کردم و پایه رو بیرون آوردم دیدم همه جاش رنگ پریدگی داره. الانم نمیدونم قبول می کنن برگشت بدم یا خیر چون بسته بندی باز شده. به نظرم از این تامیین کننده چیزی نخرید
گریه میکنم اما از غم نیست. ترکیبی هست از شرمندگی و ترس و .. و سبک میشم.,SAD, گریه غم ترکیبی شرمندگی ترس سبک میشم,گریه میکنم اما از غم نیست. ترکیبی هست از شرمندگی و ترس و .. و سبک میشم.
دربرابرت هیچ نکردیم رب مهلت دهد اول سلامتی شما دوتا بعدخودم خدمت به شما دعای شما که همیشه میترسم از گمراهی های جامعه دعایم کن,FEAR, دربرابرت نکردیم رب مهلت سلامتی دوتا بعدخودم خدمت دعای میترسم گمراهی جامعه دعایم,دربرابرت هیچ نکردیم رب مهلت دهد اول سلامتی شما دوتا بعدخودم خدمت به شما دعای شما که همیشه میترسم از گمراهی های جامعه دعایم کن
حامیان نظم موجود:مطمئنی قاتل نبودن؟فتوشاپ نیست؟توباچشم خودت دیدی؟اگر واقعی باشه خوب نیست؟مال دوران خشونت و هرج و مرج سیاسیه!جزو زیاده رویهای خودسرانه بود!برخورددرشرایط جنگی بامتحدین امریکاست!توانقلاب ازاین اتفاقات تلخ میافته!مقصرگروههای مخالفند نه خط امام!لازم باشه بازهم میکنیم.,OTHER, حامیان نظم موجود مطمینی قاتل نبودن فتوشاپ توباچشم خودت دیدی خوب مال دوران خشونت هرج مرج سیاسیه جزو زیاده رویهای خودسرانه برخورددرشرایط جنگی بامتحدین امریکاست توانقلاب ازاین اتفاقات تلخ میافته مقصرگروههای مخالفند خط امام لازم بازهم میکنیم,حامیان نظم موجود:مطمئنی قاتل نبودن؟فتوشاپ نیست؟توباچشم خودت دیدی؟اگر واقعی باشه خوب نیست؟مال دوران خشونت و هرج و مرج سیاسیه!جزو زیاده رویهای خودسرانه بود!برخورددرشرایط جنگی بامتحدین امریکاست!توانقلاب ازاین اتفاقات تلخ میافته!مقصرگروههای مخالفند نه خط امام!لازم باشه بازهم میکنیم.
یجادیدم نوشته:شعبده بازلبخند،درکلاه درد...عجب جمله ای،بمن که چسبید،دم اونکه اینونوشته،گرم,HAPPY, یجادیدم نوشته شعبده بازلبخند درکلاه درد عجب جمله بمن چسبید اونکه اینونوشته گرم,یجادیدم نوشته:شعبده بازلبخند،درکلاه درد...عجب جمله ای،بمن که چسبید،دم اونکه اینونوشته،گرم
انتصاب رئیس جدید قوه قضائیه در آینده نزدیک قطعی است؛ عاجزانه از رئیس تازه نفس میخواهم تا سر و سامانی به نظام اطلاع رسانی فَشَل قوه بدهد؛ شاید تعطیل کردن برخی رسانههای این قوه، مایه تقویت باشد احیای دیدارهای مردمی رئیس وجلوگیری از اظهارات نسنجیده بعضی مسئولان قضایی هم، ضروری است,OTHER, انتصاب رییس قوه قضاییه آینده نزدیک قطعی است؛ عاجزانه رییس نفس میخواهم سامانی نظام اطلاع رسانی فَشَل قوه بدهد؛ تعطیل رسانههای قوه مایه تقویت احیای دیدارهای مردمی رییس وجلوگیری اظهارات نسنجیده بعضی مسیولان قضایی ضروری,انتصاب رئیس جدید قوه قضائیه در آینده نزدیک قطعی است؛ عاجزانه از رئیس تازه نفس میخواهم تا سر و سامانی به نظام اطلاع رسانی فَشَل قوه بدهد؛ شاید تعطیل کردن برخی رسانههای این قوه، مایه تقویت باشد احیای دیدارهای مردمی رئیس وجلوگیری از اظهارات نسنجیده بعضی مسئولان قضایی هم، ضروری است
شهریوری به شماره شناسنامه ۷۲۱۷، همینقدر ناشناس برای همه و همینقدر جاودانه برای من تولدت مبارک باشه. البته که همینقدر بی پاسخ میمونم و این تبریک رو نخواهی دید!,SAD, شهریوری شماره شناسنامه همینقدر ناشناس همینقدر جاودانه تولدت مبارک همینقدر پاسخ میمونم تبریک نخواهی دید,شهریوری به شماره شناسنامه ۷۲۱۷، همینقدر ناشناس برای همه و همینقدر جاودانه برای من تولدت مبارک باشه. البته که همینقدر بی پاسخ میمونم و این تبریک رو نخواهی دید!
حالا همینا که به گوگوش گیر دادن ب مکرون رئیس جمهور فرانسه میگفتن عجب حرکت خفنی زده با یکی ۲۰ سال بزرگتر از خودش ازدواج کرده ، تازه گوگوش خیلی خوشگل تر و جذاب تر از زن مکرونه,SURPRISE, حالا همینا گوگوش گیر مکرون رییس جمهور فرانسه میگفتن عجب حرکت خفنی سال بزرگتر ازدواج گوگوش خوشگل جذاب زن مکرونه,حالا همینا که به گوگوش گیر دادن ب مکرون رئیس جمهور فرانسه میگفتن عجب حرکت خفنی زده با یکی ۲۰ سال بزرگتر از خودش ازدواج کرده ، تازه گوگوش خیلی خوشگل تر و جذاب تر از زن مکرونه
بعضیا هم از اونور بوم افتادن و سال نو میلادی رو فقط به دوستان مسیحیشون تبریک گفتن!!! سال نو واسه همه و همه جاست عزیز جان :),OTHER, بعضیا اونور بوم افتادن سال نو میلادی دوستان مسیحیشون تبریک سال نو واسه جاست عزیز جان,بعضیا هم از اونور بوم افتادن و سال نو میلادی رو فقط به دوستان مسیحیشون تبریک گفتن!!! سال نو واسه همه و همه جاست عزیز جان :)
چقدر خوشحال شدم سرگروه این تیمه تو برنامه شب جمعه من و تو اون دختره نیست... رو اعصابم بود,HAPPY, چقدر خوشحال شدم سرگروه تیمه برنامه شب جمعه دختره اعصابم,چقدر خوشحال شدم سرگروه این تیمه تو برنامه شب جمعه من و تو اون دختره نیست... رو اعصابم بود
اعصابم کیری تر از اون چیزیه که فکرشو بکنی,ANGRY, اعصابم کیری چیزیه فکرشو,اعصابم کیری تر از اون چیزیه که فکرشو بکنی
آه، آتش! نکند شعله بگیری زیرا مادرم فاطمه بسیار به در نزدیک است لب نکن باز به نفرین که همه میدانند نالهی سوخته جانان به اثر نزدیک است آخرِ قصهی تلخِ تو ولی شیرین است وعده دادند به ما وقتِ سحر نزدیک است سید علی محمد نقیب #فاطمیه #اللهم_عجل_لولیک_الفرج,SAD, آه آتش نکند شعله بگیری زیرا مادرم فاطمه نزدیک لب نکن باز نفرین میدانند نالهی سوخته جانان اثر نزدیک آخرِ قصهی تلخِ شیرین وعده وقتِ سحر نزدیک سید علی محمد نقیب فاطمیه اللهم عجل لولیک الفرج,آه، آتش! نکند شعله بگیری زیرا مادرم فاطمه بسیار به در نزدیک است لب نکن باز به نفرین که همه میدانند نالهی سوخته جانان به اثر نزدیک است آخرِ قصهی تلخِ تو ولی شیرین است وعده دادند به ما وقتِ سحر نزدیک است سید علی محمد نقیب #فاطمیه #اللهم_عجل_لولیک_الفرج
این کلیپ محجبه شدن شاخ های اینستاگرام رو می بینم همش اين جمله میاد تو ذهنم که وقتی می خوای یه چیزیو نابود کنی یا هوشمندانه بهش حمله کن یا احمقانه ازش دفاع کن,OTHER, کلیپ محجبه شاخ اینستاگرام بینم همش جمله ذهنم خوای چیزیو نابود هوشمندانه بهش حمله احمقانه ازش دفاع,این کلیپ محجبه شدن شاخ های اینستاگرام رو می بینم همش اين جمله میاد تو ذهنم که وقتی می خوای یه چیزیو نابود کنی یا هوشمندانه بهش حمله کن یا احمقانه ازش دفاع کن
کاش یه روز که دارم سیگار میکشم یه پیرمرد بیاد بگه پسرم نکش ضرر داره.منم یه نگاه بهش بکنمو بگم باشه و سیگارو زیر پام له کنم.اونم بگه افرین بیا این یه میلیارد مال تو *_*,OTHER, کاش سیگار میکشم پیرمرد بیاد بگه پسرم نکش ضرر بهش بکنمو بگم سیگارو پام له اونم بگه افرین میلیارد مال,کاش یه روز که دارم سیگار میکشم یه پیرمرد بیاد بگه پسرم نکش ضرر داره.منم یه نگاه بهش بکنمو بگم باشه و سیگارو زیر پام له کنم.اونم بگه افرین بیا این یه میلیارد مال تو *_*
تفریح با خانواده یعنی من گاییده شدن اعصابم را دوست دارم.,ANGRY, تفریح خانواده گاییده اعصابم دوست,تفریح با خانواده یعنی من گاییده شدن اعصابم را دوست دارم.
"شرط می بندم حالا که دیگه در برابر افزایش نرخ ارز و طلا سِر شدیم, مسئولان تو فکرن که چجوری به مردم شوک جدید وارد کنیم تا بیشتر تو احساس بدبختی غرق بشن.",SAD, شرط بندم حالا افزایش نرخ ارز طلا سِر شدیم مسیولان فکرن چجوری شوک وارد احساس بدبختی غرق بشن,"شرط می بندم حالا که دیگه در برابر افزایش نرخ ارز و طلا سِر شدیم, مسئولان تو فکرن که چجوری به مردم شوک جدید وارد کنیم تا بیشتر تو احساس بدبختی غرق بشن."
عزیزان آیا مستندی با موضوع جنگ دیدین که به شدت تکونتون داده باشه؟ #ریتوییت هم بکنین که عالی میشه.,OTHER, عزیزان مستندی موضوع جنگ دیدین شدت تکونتون ریتوییت بکنین عالی,عزیزان آیا مستندی با موضوع جنگ دیدین که به شدت تکونتون داده باشه؟ #ریتوییت هم بکنین که عالی میشه.
من هنوز یادمه. یکی از دلایلی که مردم قشون قشون به خاتمی رای میدادن، ترس از رییس جهور شدن ناطق نوری بود. آدمها عوض میشن. موضع آدمها و سطح استفاده از منطقشون هم همینطور. حتی اگه به خاطر منافع شخصیشون باشه. عوض میشن …,FEAR, یادمه دلایلی قشون قشون خاتمی رای میدادن ترس رییس جهور ناطق نوری آدمها عوض میشن موضع آدمها سطح منطقشون همینطور خاطر منافع شخصیشون عوض میشن,من هنوز یادمه. یکی از دلایلی که مردم قشون قشون به خاتمی رای میدادن، ترس از رییس جهور شدن ناطق نوری بود. آدمها عوض میشن. موضع آدمها و سطح استفاده از منطقشون هم همینطور. حتی اگه به خاطر منافع شخصیشون باشه. عوض میشن …
لعنت به اون روبالشی که پاکتش روی کار دوخته شده. …,HATE, لعنت روبالشی پاکتش کار دوخته,لعنت به اون روبالشی که پاکتش روی کار دوخته شده. …
به توییتر حس خیلی خوبی دارم اینجا خودمم خود واقعیم هیچ ترسی از قضاوت شدن ندارم لزومی برا پنهان کاری نیس لازم نیس حرفامو ( هرچقدم گاهی چرت و رو مخ باشن ) قورت بدم برعکس اینستا که حس میکنم هزار نفر چارچشمی زل زدن بهم ! اینستاگرامم به طرز وحشتناکی تهوع آور شده,HATE, توییتر حس خوبی خودمم واقعیم ترسی قضاوت ندارم لزومی پنهان کاری نیس لازم نیس حرفامو هرچقدم گاهی چرت مخ باشن قورت بدم برعکس اینستا حس نفر چارچشمی زل زدن بهم اینستاگرامم طرز وحشتناکی تهوع آور,به توییتر حس خیلی خوبی دارم اینجا خودمم خود واقعیم هیچ ترسی از قضاوت شدن ندارم لزومی برا پنهان کاری نیس لازم نیس حرفامو ( هرچقدم گاهی چرت و رو مخ باشن ) قورت بدم برعکس اینستا که حس میکنم هزار نفر چارچشمی زل زدن بهم ! اینستاگرامم به طرز وحشتناکی تهوع آور شده
دوستت دارم ولی این ماهِ دی را صبر کن...! کافه گردی ها بماند بعدِ فصلِ امتحان...! صادق ابراهیم زاده,OTHER, دوستت ماهِ دی صبر کافه گردی بماند بعدِ فصلِ امتحان صادق ابراهیم,دوستت دارم ولی این ماهِ دی را صبر کن...! کافه گردی ها بماند بعدِ فصلِ امتحان...! صادق ابراهیم زاده
چند سال است یک حرکت موذیانهای شروع شده در تطهیر رژیم طاغوت، رژیم پهلوی. هدفش این است که یک جوان امروز بگوید «عجب! اینها آدمهای بدی نبودند، اوضاع بدی نبود؛ پس چرا انقلاب کردید؟». اصلاً همه برمیگردد به مسئله زیر سؤال بردن انقلاب؛ اینها از خارج دارد انجام میگیرد.,OTHER, سال حرکت موذیانهای شروع تطهیر رژیم طاغوت رژیم پهلوی هدفش جوان عجب آدمهای بدی نبودند اوضاع بدی نبود؛ انقلاب اصلاً برمیگردد مسیله سوال بردن انقلاب؛ خارج میگیرد,چند سال است یک حرکت موذیانهای شروع شده در تطهیر رژیم طاغوت، رژیم پهلوی. هدفش این است که یک جوان امروز بگوید «عجب! اینها آدمهای بدی نبودند، اوضاع بدی نبود؛ پس چرا انقلاب کردید؟». اصلاً همه برمیگردد به مسئله زیر سؤال بردن انقلاب؛ اینها از خارج دارد انجام میگیرد.
من سعی کردم در انتخاب کلمات دقت کنم و بخاطر همین از کلمهی «انتقاد» استفاده کردم، یعنی اینکه نظری رو دارم تایید (endorse) میکنم که باهاش موافق هستم، و البته مخالف یک سری از نظرهای دیگه است (بخاطر همین انتقاد)؛ ولی قضاوتی در مورد درستی یا نادرستی هیچکدوم انجام نمیدم. …,OTHER, سعی انتخاب کلمات دقت بخاطر کلمهی انتقاد نظری تایید باهاش موافق مخالف سری نظرهای بخاطر انتقاد قضاوتی درستی نادرستی هیچکدوم نمیدم,من سعی کردم در انتخاب کلمات دقت کنم و بخاطر همین از کلمهی «انتقاد» استفاده کردم، یعنی اینکه نظری رو دارم تایید (endorse) میکنم که باهاش موافق هستم، و البته مخالف یک سری از نظرهای دیگه است (بخاطر همین انتقاد)؛ ولی قضاوتی در مورد درستی یا نادرستی هیچکدوم انجام نمیدم. …
یه پروژه ی سخت دیگه هم با موفقیت تموم شد . بریم برای سونا و چکوزی که بشوره و ببره :),HAPPY, پروژه سخت موفقیت تموم بریم سونا چکوزی بشوره ببره,یه پروژه ی سخت دیگه هم با موفقیت تموم شد . بریم برای سونا و چکوزی که بشوره و ببره :)
"کیفیت صداش فوق العادس، فعالیت ورزشی رو هم با نصب نرم افزارهاش تحت نظر میگیره. تو شگفت انگیز مناسبه""",OTHER, کیفیت صداش العادس فعالیت ورزشی نصب نرم افزارهاش نظر میگیره شگفت انگیز مناسبه,"کیفیت صداش فوق العادس، فعالیت ورزشی رو هم با نصب نرم افزارهاش تحت نظر میگیره. تو شگفت انگیز مناسبه"""
بعد الان که فکر میکنم میبینم رزومه ندم بهتره اصلا ،چون حتی مصاحبه بدم و ... نمیتونم برم فکر کنم! نمیدونما.حالا روش فکر مینمایم:)),OTHER, فکر میبینم رزومه ندم بهتره مصاحبه بدم نمیتونم برم فکر نمیدونما حالا روش فکر مینمایم,بعد الان که فکر میکنم میبینم رزومه ندم بهتره اصلا ،چون حتی مصاحبه بدم و ... نمیتونم برم فکر کنم! نمیدونما.حالا روش فکر مینمایم:))
